freq,val
4.0,36.0
4.15,36.0
4.3,32.0
4.46,32.0
4.63,32.0
4.8,28.0
4.98,28.0
5.16,28.0
5.36,25.0
5.55,25.0
5.76,24.5
5.98,24.0
6.2,23.5
6.43,23.0
6.67,22.5
6.91,22.0
7.17,21.5
7.44,21.0
7.71,21.0
8.0,20.5
