freq,val
4.0,4.46
4.15,4.37
4.3,4.26
4.46,4.12
4.63,3.99
4.8,3.85
4.98,3.72
5.16,3.6
5.36,3.51
5.55,3.46
5.76,3.45
5.98,3.49
6.2,3.59
6.43,3.75
6.67,3.99
6.91,4.3
7.17,4.69
7.44,5.14
7.71,5.64
8.0,6.15
