freq,val
4.0,6.02
4.15,6.4
4.3,6.78
4.46,7.13
4.63,7.44
4.8,7.67
4.98,7.83
5.16,7.94
5.36,8.02
5.55,8.11
5.76,8.24
5.98,8.44
6.2,8.7
6.43,9.01
6.67,9.33
6.91,9.55
7.17,9.67
7.44,9.72
7.71,9.76
8.0,9.81
