freq,val
4.0,-5.86
4.1,-5.49
4.2,-5.12
4.3,-4.75
4.4,-4.38
4.51,-4.01
4.62,-3.65
4.73,-3.29
4.84,-2.93
4.96,-2.57
5.08,-2.22
5.2,-1.87
5.33,-1.52
5.46,-1.17
5.59,-0.83
5.72,-0.49
5.86,-0.15
6.01,0.18
6.15,0.52
6.3,0.84
6.45,1.17
6.61,1.49
6.77,1.81
6.93,2.12
7.1,2.43
7.27,2.73
7.45,3.04
7.63,3.33
7.81,3.63
8.0,3.92
