freq,val
4.0,-1.76
4.15,-1.48
4.3,-1.21
4.46,-0.94
4.63,-0.67
4.8,-0.4
4.98,-0.14
5.16,0.12
5.36,0.38
5.55,0.63
5.76,0.88
5.98,1.12
6.2,1.36
6.43,1.59
6.67,1.82
6.91,2.05
7.17,2.27
7.44,2.48
7.71,2.69
8.0,2.89
