freq,val
4.0,0.62
4.15,0.63
4.3,0.64
4.46,0.66
4.63,0.67
4.8,0.69
4.98,0.7
5.16,0.72
5.36,0.74
5.55,0.76
5.76,0.79
5.98,0.81
6.2,0.84
6.43,0.87
6.67,0.9
6.91,0.93
7.17,0.97
7.44,1.01
7.71,1.05
8.0,1.09
